,Image,Labels
3077,train\No_DR\f298b7d05958.png,No_DR
3111,train\No_DR\f6d760566a51.png,No_DR
413,train\Moderate\0c55d58bebaf.png,Moderate
1373,train\No_DR\00f6c1be5a33.png,No_DR
2531,train\No_DR\a8b637abd96b.png,No_DR
1830,train\No_DR\47536db39f00.png,No_DR
1264,train\Moderate\e12d41e7b221.png,Moderate
3058,train\No_DR\f002ce614c59.png,No_DR
2892,train\No_DR\d9c9b9786da3.png,No_DR
3263,train\Proliferate_DR\4dd71fc7f22b.png,Proliferate_DR
2031,train\No_DR\63c0eafd6aa9.png,No_DR
1103,train\Moderate\b65ff67743b2.png,Moderate
640,train\Moderate\4289af3afbd2.png,Moderate
1692,train\No_DR\32d7d360d891.png,No_DR
990,train\Moderate\9d74428188bb.png,Moderate
2780,train\No_DR\ca2b54b95ade.png,No_DR
3252,train\Proliferate_DR\4689b739d240.png,Proliferate_DR
2695,train\No_DR\bd34a0639575.png,No_DR
3029,train\No_DR\ec57cc20d776.png,No_DR
2156,train\No_DR\767d777ee889.png,No_DR
1431,train\No_DR\0a38b552372d.png,No_DR
1643,train\No_DR\2a2a6435f7f3.png,No_DR
1704,train\No_DR\345b1f0abbba.png,No_DR
1063,train\Moderate\aad0c0ee9268.png,Moderate
821,train\Moderate\6e092b306fe1.png,Moderate
1964,train\No_DR\598b8f5b3822.png,No_DR
1179,train\Moderate\ca891d37a43c.png,Moderate
3474,train\Severe\070f67572d03.png,Severe
3348,train\Proliferate_DR\8f318a978844.png,Proliferate_DR
2082,train\No_DR\6bf2a81a5d91.png,No_DR
3391,train\Proliferate_DR\bd9904495ccd.png,Proliferate_DR
3048,train\No_DR\eedae6b28f96.png,No_DR
2555,train\No_DR\ab32db41c409.png,No_DR
212,train\Mild\8a25a080f28f.png,Mild
3579,train\Severe\916ec976ff30.png,Severe
3070,train\No_DR\f0a2dc580009.png,No_DR
3218,train\Proliferate_DR\25d069089c5e.png,Proliferate_DR
195,train\Mild\7ea756985353.png,Mild
1134,train\Moderate\be7bc89f5fec.png,Moderate
564,train\Moderate\2c2aa057afc5.png,Moderate
1329,train\Moderate\f2ee81781411.png,Moderate
2169,train\No_DR\780be525036d.png,No_DR
386,train\Moderate\03ff7d159f10.png,Moderate
1558,train\No_DR\1d37f1c8b6d8.png,No_DR
396,train\Moderate\071435a218ec.png,Moderate
2449,train\No_DR\9e2a8135f471.png,No_DR
1160,train\Moderate\c68dfa021d62.png,Moderate
3122,train\No_DR\f85fd4fac887.png,No_DR
3585,train\Severe\9b093fe95d6b.png,Severe
2939,train\No_DR\e03a74e7d74f.png,No_DR
3279,train\Proliferate_DR\612f2df37a1d.png,Proliferate_DR
932,train\Moderate\8dba09a4e5ed.png,Moderate
2377,train\No_DR\941d874c8afb.png,No_DR
1130,train\Moderate\bdb98063fe84.png,Moderate
1407,train\No_DR\0773a1c326ad.png,No_DR
960,train\Moderate\962cf85e4f6d.png,Moderate
2209,train\No_DR\7ddcfcea7369.png,No_DR
1690,train\No_DR\3286073a976e.png,No_DR
1287,train\Moderate\e65f94ad9be3.png,Moderate
3103,train\No_DR\f58cdfa968be.png,No_DR
2963,train\No_DR\e322acd46152.png,No_DR
1612,train\No_DR\25a0a1e41afd.png,No_DR
427,train\Moderate\1006345f70b7.png,Moderate
84,train\Mild\384631079d1e.png,Mild
354,train\Mild\f47a2a4a0411.png,Mild
1507,train\No_DR\16060f05d047.png,No_DR
2581,train\No_DR\ae20112e7a1e.png,No_DR
373,train\Moderate\00e4ddff966a.png,Moderate
625,train\Moderate\3f3de2a6b0f5.png,Moderate
1218,train\Moderate\d473f6fafba0.png,Moderate
3013,train\No_DR\ea5c42a78979.png,No_DR
3262,train\Proliferate_DR\4dc2211a1c31.png,Proliferate_DR
1966,train\No_DR\599498e9e4bc.png,No_DR
3194,train\Proliferate_DR\15e96e848b46.png,Proliferate_DR
2239,train\No_DR\81704925f759.png,No_DR
3044,train\No_DR\ee3fe7809e6a.png,No_DR
1805,train\No_DR\43e9c66eb0f3.png,No_DR
2256,train\No_DR\83a63c4a3e4a.png,No_DR
1467,train\No_DR\0ef4c61dc056.png,No_DR
176,train\Mild\7005be54cab1.png,Mild
2312,train\No_DR\8b568d47a1fd.png,No_DR
1469,train\No_DR\0f6e645466a2.png,No_DR
770,train\Moderate\5e7cc6ab4ac4.png,Moderate
2538,train\No_DR\a987aa7aac37.png,No_DR
1617,train\No_DR\2682e6da9050.png,No_DR
3234,train\Proliferate_DR\378963f9df22.png,Proliferate_DR
3388,train\Proliferate_DR\bc34ed91c9bc.png,Proliferate_DR
2238,train\No_DR\81371b0c01ad.png,No_DR
1842,train\No_DR\4958bfcc9f38.png,No_DR
483,train\Moderate\1c6d119c3d70.png,Moderate
3047,train\No_DR\eebd1e195952.png,No_DR
1550,train\No_DR\1ca62b3e4fd3.png,No_DR
2770,train\No_DR\c81c6911f5e0.png,No_DR
1773,train\No_DR\3f82631e9080.png,No_DR
2759,train\No_DR\c639d837f5e4.png,No_DR
1750,train\No_DR\3b10191dfd25.png,No_DR
2582,train\No_DR\ae2c3f6312ef.png,No_DR
1681,train\No_DR\3079490a4b9c.png,No_DR
3502,train\Severe\2f42e20db938.png,Severe
3396,train\Proliferate_DR\c0e509786f7f.png,Proliferate_DR
1667,train\No_DR\2dc647e00ad3.png,No_DR
3160,train\No_DR\fe3b0e50be78.png,No_DR
1883,train\No_DR\4e4a6224a04e.png,No_DR
2340,train\No_DR\8f9819752ca0.png,No_DR
3553,train\Severe\71a39c660432.png,Severe
315,train\Mild\cf603a9ef2d5.png,Mild
2049,train\No_DR\66460ecab347.png,No_DR
718,train\Moderate\521d3e264d71.png,Moderate
2298,train\No_DR\895fe2bfc5b6.png,No_DR
3386,train\Proliferate_DR\ba735b286d62.png,Proliferate_DR
2870,train\No_DR\d7a01fca9838.png,No_DR
836,train\Moderate\74418f620068.png,Moderate
1807,train\No_DR\4403538fb50f.png,No_DR
1163,train\Moderate\c6e1e9fbf39b.png,Moderate
883,train\Moderate\81bc03e2ff2b.png,Moderate
1434,train\No_DR\0a85a1e8f9e9.png,No_DR
894,train\Moderate\8543a801dce0.png,Moderate
1000,train\Moderate\9f436886e056.png,Moderate
2994,train\No_DR\e7291472109b.png,No_DR
2282,train\No_DR\876deb29f000.png,No_DR
148,train\Mild\5b72ff04333d.png,Mild
3373,train\Proliferate_DR\b1b3e7d0a5f3.png,Proliferate_DR
2085,train\No_DR\6c3589d7ed8d.png,No_DR
2996,train\No_DR\e77a93c3d9a9.png,No_DR
3193,train\Proliferate_DR\11242a67122d.png,Proliferate_DR
466,train\Moderate\19113e5f45ec.png,Moderate
2523,train\No_DR\a82a12ad3fb1.png,No_DR
1941,train\No_DR\5511f114e7ee.png,No_DR
2171,train\No_DR\780f9daaa24b.png,No_DR
2229,train\No_DR\7fe7309d0b4f.png,No_DR
2360,train\No_DR\9232dc06cfdc.png,No_DR
2383,train\No_DR\9519a590985d.png,No_DR
970,train\Moderate\98f48850ebce.png,Moderate
455,train\Moderate\1632c4311fc9.png,Moderate
3146,train\No_DR\fc782722a50c.png,No_DR
1345,train\Moderate\f8fc411092c7.png,Moderate
431,train\Moderate\1124ffcd76c2.png,Moderate
402,train\Moderate\094858f005ab.png,Moderate
3420,train\Proliferate_DR\d803598dabda.png,Proliferate_DR
3526,train\Severe\4c9f0fdaaef7.png,Severe
3155,train\No_DR\fd87b6b2e664.png,No_DR
1216,train\Moderate\d3d578fe433f.png,Moderate
1910,train\No_DR\51a078d6d43a.png,No_DR
1394,train\No_DR\05113073b268.png,No_DR
696,train\Moderate\4d21ce39c905.png,Moderate
1155,train\Moderate\c5431b81cbc9.png,Moderate
415,train\Moderate\0c7e82daf5a0.png,Moderate
1441,train\No_DR\0b3efe669365.png,No_DR
2646,train\No_DR\b6bf847fbcb2.png,No_DR
72,train\Mild\31cb39681f6a.png,Mild
3042,train\No_DR\ee36ca728641.png,No_DR
3433,train\Proliferate_DR\e3ab63dc9a60.png,Proliferate_DR
2597,train\No_DR\af5a0bc4e1fa.png,No_DR
550,train\Moderate\29f44aea93a4.png,Moderate
3264,train\Proliferate_DR\518e880613de.png,Proliferate_DR
1797,train\No_DR\42c65af5ab16.png,No_DR
2817,train\No_DR\cffc50047828.png,No_DR
569,train\Moderate\2d870833c0c9.png,Moderate
22,train\Mild\0f495d87656a.png,Mild
2479,train\No_DR\a1e236fbc863.png,No_DR
1341,train\Moderate\f69400b316a7.png,Moderate
2997,train\No_DR\e79e10907295.png,No_DR
1267,train\Moderate\e16fc934069f.png,Moderate
762,train\Moderate\5cc6dea19614.png,Moderate
393,train\Moderate\06024377d573.png,Moderate
2851,train\No_DR\d51c2153d151.png,No_DR
2985,train\No_DR\e60e4edb3ca9.png,No_DR
2868,train\No_DR\d774692d9919.png,No_DR
1879,train\No_DR\4dd4a4bf2421.png,No_DR
1228,train\Moderate\d8404680bba6.png,Moderate
454,train\Moderate\15cd5f52d300.png,Moderate
3345,train\Proliferate_DR\8d8aca52c07b.png,Proliferate_DR
782,train\Moderate\62ecdc90dd42.png,Moderate
547,train\Moderate\29580bed2f7d.png,Moderate
1585,train\No_DR\201f6e10c108.png,No_DR
2573,train\No_DR\ad12cde115ab.png,No_DR
555,train\Moderate\2a5a8b744f08.png,Moderate
2408,train\No_DR\9858cc2ae073.png,No_DR
1494,train\No_DR\1409ab48175a.png,No_DR
890,train\Moderate\8421107255ae.png,Moderate
2265,train\No_DR\84b472c49cfa.png,No_DR
1073,train\Moderate\add1d681d712.png,Moderate
3314,train\Proliferate_DR\789434d095d1.png,Proliferate_DR
2361,train\No_DR\92587e494d51.png,No_DR
1159,train\Moderate\c613db1cab27.png,Moderate
3465,train\Proliferate_DR\fb696a8e055a.png,Proliferate_DR
1988,train\No_DR\5c85d22bd0de.png,No_DR
869,train\Moderate\7d8f67cadc29.png,Moderate
2526,train\No_DR\a88365134c3c.png,No_DR
1864,train\No_DR\4c53cc97ea13.png,No_DR
2637,train\No_DR\b598bc9753c2.png,No_DR
2563,train\No_DR\abbb8791785e.png,No_DR
600,train\Moderate\388f12e8df0b.png,Moderate
1899,train\No_DR\5056fa7d505f.png,No_DR
1148,train\Moderate\c2d2b4f536da.png,Moderate
915,train\Moderate\89b725411cee.png,Moderate
2424,train\No_DR\9a326446c431.png,No_DR
2173,train\No_DR\7831ce1d895e.png,No_DR
2515,train\No_DR\a73d012c4c38.png,No_DR
1009,train\Moderate\a0d04a19cf40.png,Moderate
3497,train\Severe\269b44e628eb.png,Severe
2108,train\No_DR\6e44f6d04fc9.png,No_DR
3201,train\Proliferate_DR\1a90fad9ffa2.png,Proliferate_DR
161,train\Mild\64eb5a79dfdd.png,Mild
277,train\Mild\bacfb1029f6b.png,Mild
3091,train\No_DR\f4874247ede6.png,No_DR
1280,train\Moderate\e4151feb8443.png,Moderate
444,train\Moderate\141735b57ec0.png,Moderate
1640,train\No_DR\29d059522fa1.png,No_DR
695,train\Moderate\4d1cf360b2d7.png,Moderate
1547,train\No_DR\1c7a013eeba7.png,No_DR
1987,train\No_DR\5c817060c0ed.png,No_DR
1380,train\No_DR\0212dd31f623.png,No_DR
2950,train\No_DR\e1ab92228e60.png,No_DR
3291,train\Proliferate_DR\6630f8675a97.png,Proliferate_DR
3169,train\No_DR\ff4cd992667b.png,No_DR
999,train\Moderate\9f4132bd6ed6.png,Moderate
2697,train\No_DR\bd500a73beae.png,No_DR
342,train\Mild\e9286ddf6ffe.png,Mild
3621,train\Severe\c3cd0200df79.png,Severe
2277,train\No_DR\870f433e8f37.png,No_DR
3178,train\Proliferate_DR\02dda30d3acf.png,Proliferate_DR
102,train\Mild\495255c7492f.png,Mild
803,train\Moderate\686ed1dbae20.png,Moderate
2126,train\No_DR\72606afaf3da.png,No_DR
461,train\Moderate\1844a039b4ea.png,Moderate
2059,train\No_DR\684dd88a0d49.png,No_DR
1296,train\Moderate\e7defafeb957.png,Moderate
3457,train\Proliferate_DR\f58d37d48e42.png,Proliferate_DR
3575,train\Severe\8c0d05233238.png,Severe
2132,train\No_DR\735836b1ffa6.png,No_DR
2536,train\No_DR\a963ac561580.png,No_DR
808,train\Moderate\69df7ade0575.png,Moderate
2958,train\No_DR\e29e54ff921e.png,No_DR
720,train\Moderate\523d0c2cb4d6.png,Moderate
1303,train\Moderate\e96099b961b4.png,Moderate
1591,train\No_DR\215d2b7c3fde.png,No_DR
1005,train\Moderate\a0267206d51e.png,Moderate
3428,train\Proliferate_DR\e019b3e0f33d.png,Proliferate_DR
2344,train\No_DR\902dc5a91a3f.png,No_DR
562,train\Moderate\2bd4d4fbed5c.png,Moderate
2231,train\No_DR\80b5697f2a5e.png,No_DR
897,train\Moderate\85cc6d636898.png,Moderate
1023,train\Moderate\a386ec9aabde.png,Moderate
477,train\Moderate\1bea04b2bb2d.png,Moderate
3381,train\Proliferate_DR\b90bc89ce8d8.png,Proliferate_DR
392,train\Moderate\052d9a3fe55a.png,Moderate
1069,train\Moderate\ac720570dd0f.png,Moderate
2765,train\No_DR\c704bd669f36.png,No_DR
3182,train\Proliferate_DR\07122e268a1d.png,Proliferate_DR
3256,train\Proliferate_DR\4a3da369b227.png,Proliferate_DR
2392,train\No_DR\96b5474ae604.png,No_DR
3061,train\No_DR\f0267c42907c.png,No_DR
2658,train\No_DR\b7aca95b97b9.png,No_DR
3380,train\Proliferate_DR\b87f9c59748b.png,Proliferate_DR
1300,train\Moderate\e85d410d6836.png,Moderate
3238,train\Proliferate_DR\3a1ecf5e2839.png,Proliferate_DR
2649,train\No_DR\b70e7c26f51e.png,No_DR
2262,train\No_DR\8448af27ba07.png,No_DR
886,train\Moderate\82f2784ead76.png,Moderate
1430,train\No_DR\09f1111a388a.png,No_DR
333,train\Mild\dbd062558b81.png,Mild
2543,train\No_DR\a9e3d186cd1b.png,No_DR
2057,train\No_DR\682312e82ee3.png,No_DR
2119,train\No_DR\7131bf4c9e6f.png,No_DR
1092,train\Moderate\b376def52ccc.png,Moderate
355,train\Mild\f481f76a6b75.png,Mild
3407,train\Proliferate_DR\cd54d022e37d.png,Proliferate_DR
3371,train\Proliferate_DR\ab1c20a94f3f.png,Proliferate_DR
2706,train\No_DR\be7f791a7877.png,No_DR
339,train\Mild\e38f3a65b02b.png,Mild
942,train\Moderate\9041eb43456e.png,Moderate
3446,train\Proliferate_DR\ed246ae1ed08.png,Proliferate_DR
1468,train\No_DR\0f364b7d4384.png,No_DR
507,train\Moderate\20c883d3bd38.png,Moderate
1576,train\No_DR\1f15ca672675.png,No_DR
2324,train\No_DR\8d4ff745a409.png,No_DR
760,train\Moderate\5c6194562ed2.png,Moderate
2315,train\No_DR\8be6629a6039.png,No_DR
2653,train\No_DR\b74de20d73de.png,No_DR
2992,train\No_DR\e69b48516577.png,No_DR
1348,train\Moderate\f9aa35187bf3.png,Moderate
2893,train\No_DR\d9d2631f043c.png,No_DR
3551,train\Severe\6efa36d59ada.png,Severe
3342,train\Proliferate_DR\8bad12d70368.png,Proliferate_DR
1255,train\Moderate\df3adfd6ba36.png,Moderate
1346,train\Moderate\f920ccd926db.png,Moderate
2591,train\No_DR\aeab0a63bcaf.png,No_DR
433,train\Moderate\1177d583c807.png,Moderate
3020,train\No_DR\eae70f527755.png,No_DR
2453,train\No_DR\9e99ae6ee7af.png,No_DR
866,train\Moderate\7d1da90d3ca9.png,Moderate
1370,train\No_DR\005b95c28852.png,No_DR
2675,train\No_DR\b9d0b83d70c3.png,No_DR
203,train\Mild\82ac8463fadd.png,Mild
560,train\Moderate\2b88cb6e31cd.png,Moderate
612,train\Moderate\3c1efa38d0da.png,Moderate
3416,train\Proliferate_DR\d2c2f02bb313.png,Proliferate_DR
1725,train\No_DR\36e4b704b905.png,No_DR
448,train\Moderate\14515b8f19b6.png,Moderate
734,train\Moderate\54cab3596214.png,Moderate
1299,train\Moderate\e83d315d8f98.png,Moderate
2398,train\No_DR\974c7d7b9c64.png,No_DR
716,train\Moderate\51d574513bcb.png,Moderate
3185,train\Proliferate_DR\08a3875063c3.png,Proliferate_DR
3464,train\Proliferate_DR\fa59221cf464.png,Proliferate_DR
1950,train\No_DR\57a5e4274275.png,No_DR
1397,train\No_DR\054b1b305160.png,No_DR
1185,train\Moderate\cb75210abebe.png,Moderate
2507,train\No_DR\a6356a3c5d11.png,No_DR
1351,train\Moderate\fa3e544a7401.png,Moderate
2986,train\No_DR\e632e38fd2d4.png,No_DR
2918,train\No_DR\dd90c321d7bc.png,No_DR
2101,train\No_DR\6de39b94f634.png,No_DR
835,train\Moderate\73e83a07a16d.png,Moderate
1680,train\No_DR\306c841af3fc.png,No_DR
3081,train\No_DR\f361060eda3e.png,No_DR
833,train\Moderate\7350c50667c5.png,Moderate
3471,train\Severe\042470a92154.png,Severe
2342,train\No_DR\8ffa608170d3.png,No_DR
1745,train\No_DR\3a643599f852.png,No_DR
335,train\Mild\e07045d7c5f7.png,Mild
2547,train\No_DR\aa6242f9e08c.png,No_DR
1476,train\No_DR\103f97a2ab15.png,No_DR
1371,train\No_DR\0097f532ac9f.png,No_DR
408,train\Moderate\0a9ec1e99ce4.png,Moderate
787,train\Moderate\650fbed3fdca.png,Moderate
2180,train\No_DR\79cbae28d8b2.png,No_DR
2196,train\No_DR\7ba6b23c4b46.png,No_DR
1201,train\Moderate\d141728fa392.png,Moderate
1938,train\No_DR\54b322c66d01.png,No_DR
1831,train\No_DR\478fc46eaa49.png,No_DR
3085,train\No_DR\f3b27ac2d371.png,No_DR
1465,train\No_DR\0e94cd271c00.png,No_DR
2450,train\No_DR\9e2ba2b979f1.png,No_DR
1786,train\No_DR\4158c340fa49.png,No_DR
1110,train\Moderate\b8ac328009e0.png,Moderate
818,train\Moderate\6d454444f17c.png,Moderate
521,train\Moderate\23d7ca170bdb.png,Moderate
327,train\Mild\d801c0a66738.png,Mild
574,train\Moderate\2fb3a8606a77.png,Moderate
3315,train\Proliferate_DR\78b3f819dcc5.png,Proliferate_DR
1936,train\No_DR\5445255635f0.png,No_DR
502,train\Moderate\1ffaa51a6245.png,Moderate
3236,train\Proliferate_DR\37c4dfe03aba.png,Proliferate_DR
1396,train\No_DR\05339950962e.png,No_DR
2225,train\No_DR\7f43becd3e83.png,No_DR
1317,train\Moderate\ee059945b08a.png,Moderate
1477,train\No_DR\10a5026eb8e6.png,No_DR
1649,train\No_DR\2b3a4a81d748.png,No_DR
2151,train\No_DR\75ed83dbccce.png,No_DR
1028,train\Moderate\a476fd984005.png,Moderate
243,train\Mild\a32886cb31ab.png,Mild
2270,train\No_DR\8564b7aa3c1a.png,No_DR
2995,train\No_DR\e7578d8dba72.png,No_DR
249,train\Mild\a75bab2463d4.png,Mild
3064,train\No_DR\f0546a45ef10.png,No_DR
1101,train\Moderate\b60dbf9f0744.png,Moderate
2275,train\No_DR\8693ab1fd2be.png,No_DR
1865,train\No_DR\4c5ab774a381.png,No_DR
1173,train\Moderate\c9d42d7534e0.png,Moderate
837,train\Moderate\7455e2b5fc57.png,Moderate
238,train\Mild\a00b4cb250a7.png,Mild
911,train\Moderate\8860c7b11530.png,Moderate
1472,train\No_DR\0fe31196e0e8.png,No_DR
680,train\Moderate\49419f8d5cb4.png,Moderate
2895,train\No_DR\da0a83f074f3.png,No_DR
332,train\Mild\db690e2d02f8.png,Mild
2800,train\No_DR\cd48cfab4e44.png,No_DR
793,train\Moderate\6666c4f18396.png,Moderate
845,train\Moderate\76e6a9238570.png,Moderate
2684,train\No_DR\badb5ff8d3c7.png,No_DR
269,train\Mild\b576c5269ad1.png,Mild
573,train\Moderate\2f9b66784109.png,Moderate
1242,train\Moderate\da0a1043abf7.png,Moderate
356,train\Mild\f55e1d2a19e4.png,Mild
2702,train\No_DR\be197b663520.png,No_DR
3492,train\Severe\1c9521878baf.png,Severe
3563,train\Severe\7d3835e4e63a.png,Severe
2968,train\No_DR\e47452069ea1.png,No_DR
2416,train\No_DR\992b9a07b25f.png,No_DR
423,train\Moderate\0fb560f9adb2.png,Moderate
2319,train\No_DR\8c4ceddeb1c6.png,No_DR
2293,train\No_DR\88e4399d207c.png,No_DR
1696,train\No_DR\3325b1fe55d2.png,No_DR
347,train\Mild\eba3acc42197.png,Mild
2791,train\No_DR\cbe633765ea7.png,No_DR
2578,train\No_DR\ad93d88c87ea.png,No_DR
2122,train\No_DR\71e43b4f8ba6.png,No_DR
1,train\Mild\00cb6555d108.png,Mild
2029,train\No_DR\639915f58a2f.png,No_DR
3041,train\No_DR\edceb0657d77.png,No_DR
3598,train\Severe\a9e984b57556.png,Severe
3276,train\Proliferate_DR\5dd2e26fc244.png,Proliferate_DR
1487,train\No_DR\12b57dac703e.png,No_DR
1406,train\No_DR\07596907347b.png,No_DR
804,train\Moderate\6889bc64ab09.png,Moderate
2929,train\No_DR\dec5595e6154.png,No_DR
976,train\Moderate\9a3c03a5ad0f.png,Moderate
2844,train\No_DR\d39752cb6e57.png,No_DR
2110,train\No_DR\6f0e5848d9ce.png,No_DR
2829,train\No_DR\d1f7ea924a01.png,No_DR
2040,train\No_DR\65a3b13ad9a0.png,No_DR
3257,train\Proliferate_DR\4a693dd3921a.png,Proliferate_DR
1047,train\Moderate\a86c6283fd78.png,Moderate
449,train\Moderate\14ee87d6cc42.png,Moderate
504,train\Moderate\20404ec7b518.png,Moderate
763,train\Moderate\5cde55f745af.png,Moderate
992,train\Moderate\9d9bfefa809c.png,Moderate
2879,train\No_DR\d865997a6280.png,No_DR
1195,train\Moderate\cd9e2190c73f.png,Moderate
2035,train\No_DR\64b9206afb3f.png,No_DR
2015,train\No_DR\6107a2e9f60e.png,No_DR
1001,train\Moderate\9f5a8665cf2e.png,Moderate
1538,train\No_DR\1a1e974a7dbf.png,No_DR
3296,train\Proliferate_DR\6c250a30593b.png,Proliferate_DR
3131,train\No_DR\f9d8ff3e6592.png,No_DR
1509,train\No_DR\1633f8291a80.png,No_DR
1187,train\Moderate\cbf0394039f8.png,Moderate
1417,train\No_DR\08b6e3240858.png,No_DR
956,train\Moderate\94a67ec0714f.png,Moderate
2474,train\No_DR\a12ca80bb8c7.png,No_DR
2604,train\No_DR\b05922e7abd3.png,No_DR
251,train\Mild\a7ec056502e7.png,Mild
1352,train\Moderate\fa748b57262b.png,Moderate
1737,train\No_DR\389552047476.png,No_DR
2092,train\No_DR\6cffc6c6851a.png,No_DR
2407,train\No_DR\98441214557f.png,No_DR
3650,train\Severe\f080a22008be.png,Severe
1405,train\No_DR\070d4ce5fd90.png,No_DR
3203,train\Proliferate_DR\1bf30c84bbad.png,Proliferate_DR
3053,train\No_DR\ef5155990874.png,No_DR
1478,train\No_DR\10bf25731c08.png,No_DR
3066,train\No_DR\f06e7a9df795.png,No_DR
1952,train\No_DR\57db4781e7ec.png,No_DR
2896,train\No_DR\da2bdf4236ac.png,No_DR
2072,train\No_DR\6a905a7202d2.png,No_DR
2542,train\No_DR\a9dc80cba9a4.png,No_DR
3406,train\Proliferate_DR\cc3d2e961768.png,Proliferate_DR
2384,train\No_DR\956765d5f46d.png,No_DR
2394,train\No_DR\96ce10a1dbd7.png,No_DR
1198,train\Moderate\ceb601fe8dba.png,Moderate
2120,train\No_DR\7179f85bfd6f.png,No_DR
931,train\Moderate\8d7bb0649a02.png,Moderate
933,train\Moderate\8dfa629ca74e.png,Moderate
2567,train\No_DR\ac17cc18a994.png,No_DR
891,train\Moderate\842d697884f6.png,Moderate
2925,train\No_DR\de57c9e9fa93.png,No_DR
1473,train\No_DR\1002b5151b8e.png,No_DR
1295,train\Moderate\e7a7187066ad.png,Moderate
2093,train\No_DR\6d10709053ae.png,No_DR
3255,train\Proliferate_DR\499c8df39222.png,Proliferate_DR
77,train\Mild\358d2224de73.png,Mild
244,train\Mild\a3ad6c2db6f1.png,Mild
80,train\Mild\36041171f441.png,Mild
496,train\Moderate\1ee1eb7943db.png,Moderate
338,train\Mild\e2a233493b90.png,Mild
1554,train\No_DR\1cc58b15f466.png,No_DR
2746,train\No_DR\c4aef0d88d1b.png,No_DR
614,train\Moderate\3c53198519f7.png,Moderate
3065,train\No_DR\f066db7a2efe.png,No_DR
405,train\Moderate\09f6ab477654.png,Moderate
3426,train\Proliferate_DR\df4aec4a0eaf.png,Proliferate_DR
1535,train\No_DR\19b0e3c734f5.png,No_DR
1730,train\No_DR\37c523296d42.png,No_DR
3158,train\No_DR\fe06dad6851c.png,No_DR
3422,train\Proliferate_DR\d9ba044671e1.png,Proliferate_DR
3460,train\Proliferate_DR\f6f3ea0d2693.png,Proliferate_DR
23,train\Mild\0fb1053285cf.png,Mild
1917,train\No_DR\525d0dd8dc45.png,No_DR
3344,train\Proliferate_DR\8c7c26c52a6c.png,Proliferate_DR
3187,train\Proliferate_DR\0ada12c0e78f.png,Proliferate_DR
1306,train\Moderate\ea1d045f9fea.png,Moderate
302,train\Mild\ca25745942b0.png,Mild
2676,train\No_DR\b9fe7da14a32.png,No_DR
1463,train\No_DR\0e3572b5884a.png,No_DR
1921,train\No_DR\529906ff9dfa.png,No_DR
1665,train\No_DR\2da82d14e1b7.png,No_DR
41,train\Mild\1bb0ddfe753a.png,Mild
1707,train\No_DR\34a7dbd3f05c.png,No_DR
2667,train\No_DR\b8dab47a260e.png,No_DR
2341,train\No_DR\8fbb2ca39911.png,No_DR
1399,train\No_DR\05b1bb2bdb81.png,No_DR
2335,train\No_DR\8ed586c43023.png,No_DR
2434,train\No_DR\9bbb6c455913.png,No_DR
3552,train\Severe\6fb656d506b2.png,Severe
868,train\Moderate\7d37a2939f12.png,Moderate
133,train\Mild\5633ced07d8e.png,Mild
3410,train\Proliferate_DR\cf1b9d26d38d.png,Proliferate_DR
3331,train\Proliferate_DR\857230f64a2e.png,Proliferate_DR
15,train\Mild\0a3202889f4d.png,Mild
2533,train\No_DR\a8dea22ef903.png,No_DR
3137,train\No_DR\fa9bece586fc.png,No_DR
3190,train\Proliferate_DR\0e0fc1d9810c.png,Proliferate_DR
2792,train\No_DR\cc671a73e1cb.png,No_DR
3223,train\Proliferate_DR\281d7b7c7676.png,Proliferate_DR
865,train\Moderate\7d1b40fdbd86.png,Moderate
1220,train\Moderate\d5a39339ff3d.png,Moderate
1444,train\No_DR\0babc12807b2.png,No_DR
834,train\Moderate\7356dd08b0ae.png,Moderate
2106,train\No_DR\6e1db8711879.png,No_DR
2522,train\No_DR\a8263d248523.png,No_DR
2905,train\No_DR\daff5427c9b2.png,No_DR
2112,train\No_DR\6f460f9968c7.png,No_DR
1354,train\Moderate\fba493e17448.png,Moderate
2230,train\No_DR\8010c931321f.png,No_DR
3470,train\Severe\03c85870824c.png,Severe
237,train\Mild\9ed666e982cd.png,Mild
222,train\Mild\92d9e9f08709.png,Mild
469,train\Moderate\1968183f0e61.png,Moderate
1663,train\No_DR\2d3f4094c08a.png,No_DR
927,train\Moderate\8cb6b0efaaac.png,Moderate
1421,train\No_DR\08f8838d69bb.png,No_DR
254,train\Mild\a8c950a99107.png,Mild
2998,train\No_DR\e7b5dd5bab1f.png,No_DR
1455,train\No_DR\0d8f60ed9280.png,No_DR
1309,train\Moderate\ea9e0fb6fb0b.png,Moderate
3653,train\Severe\f5a8c6426a71.png,Severe
218,train\Mild\8f2996b8d855.png,Mild
2698,train\No_DR\bda91b76095b.png,No_DR
2816,train\No_DR\cff262ed8f4c.png,No_DR
155,train\Mild\61bbe8db6f3a.png,Mild
3592,train\Severe\a14fcf84bfe1.png,Severe
2026,train\No_DR\62b826899151.png,No_DR
1647,train\No_DR\2b10f138e67d.png,No_DR
1839,train\No_DR\4927945ecfed.png,No_DR
2347,train\No_DR\906d02fb822d.png,No_DR
453,train\Moderate\1594ca6c30d3.png,Moderate
1836,train\No_DR\486e852a3b4d.png,No_DR
3189,train\Proliferate_DR\0ceb222f6629.png,Proliferate_DR
